id,contact_id,state,category,created_at
150,1415,Recién suscrito Pendiente de AC,manychat,2025-07-31 02:25:24.733
151,1416,Recién suscrito Pendiente de AC,manychat,2025-07-31 02:26:00.467
152,1417,Recién suscrito Pendiente de AC,manychat,2025-07-31 02:32:09.097
153,1418,Recién suscrito Pendiente de AC,manychat,2025-07-31 02:33:43.737
154,1420,Recién suscrito Pendiente de AC,manychat,2025-07-31 02:46:44.487
155,1422,Comienza Cotización,manychat,2025-07-31 02:51:03.523
156,1423,Recién suscrito Pendiente de AC,manychat,2025-07-31 02:57:00.187
157,1425,Recién suscrito Pendiente de AC,manychat,2025-07-31 03:02:14.787
158,1426,Recién suscrito Pendiente de AC,manychat,2025-07-31 03:03:04.687
159,1427,Recién suscrito Pendiente de AC,manychat,2025-07-31 03:04:26.477
160,1428,Recién suscrito Pendiente de AC,manychat,2025-07-31 03:22:52.807
161,1430,Recién suscrito Pendiente de AC,manychat,2025-07-31 03:33:12.563
162,1431,Recién suscrito Pendiente de AC,manychat,2025-07-31 03:42:02.040
163,1432,Recién suscrito Pendiente de AC,manychat,2025-07-31 03:47:47.740
164,1433,Recién suscrito Pendiente de AC,manychat,2025-07-31 04:00:00.860
165,1434,Recién suscrito Pendiente de AC,manychat,2025-07-31 04:03:42.160
166,1436,Recién suscrito Pendiente de AC,manychat,2025-07-31 04:11:14.167
167,1437,Retornó en AC,manychat,2025-07-31 04:12:22.320
168,1438,Recién suscrito Pendiente de AC,manychat,2025-07-31 04:13:20.823
169,1439,Recién suscrito Pendiente de AC,manychat,2025-07-31 04:20:23.950
170,1440,Recién suscrito Pendiente de AC,manychat,2025-07-31 04:24:16.980
171,1441,Comienza Cotización,manychat,2025-07-31 04:24:31.533
172,1442,Recién suscrito Pendiente de AC,manychat,2025-07-31 04:28:21.767
173,1443,Recién suscrito Pendiente de AC,manychat,2025-07-31 04:34:06.397
174,1444,Recién suscrito Pendiente de AC,manychat,2025-07-31 04:39:00.263
175,1445,Nuevo,manychat,2025-07-31 04:43:59.720
176,1446,Recién suscrito Pendiente de AC,manychat,2025-07-31 04:48:54.243
177,1447,Recién suscrito Pendiente de AC,manychat,2025-07-31 04:49:40.267
178,1448,Comienza Cotización,manychat,2025-07-31 04:54:28.053
179,1449,Recién suscrito Pendiente de AC,manychat,2025-07-31 04:56:57.583
180,1450,Recién suscrito Pendiente de AC,manychat,2025-07-31 04:58:41.207
181,1451,Recién suscrito Pendiente de AC,manychat,2025-07-31 04:59:21.090
182,1452,Comienza Atención Comercial,manychat,2025-07-31 05:14:26.607
183,1454,Terminó Asesoría Médica,manychat,2025-07-31 05:29:59.777
184,1455,Recién suscrito Pendiente de AC,manychat,2025-07-31 05:30:44.303
185,1456,Recién suscrito Pendiente de AC,manychat,2025-07-31 05:33:11.680
186,1457,Recién suscrito Pendiente de AC,manychat,2025-07-31 05:37:28.830
187,1459,Comienza Cotización,manychat,2025-07-31 05:52:55.850
188,1460,Recién suscrito Pendiente de AC,manychat,2025-07-31 05:55:30.530
189,1461,Recién suscrito Pendiente de AC,manychat,2025-07-31 06:20:01.480
190,1462,Recién suscrito Pendiente de AC,manychat,2025-07-31 06:25:47.610
191,1463,Recién suscrito Pendiente de AC,manychat,2025-07-31 06:34:05.833
192,1464,Comienza Atención Comercial,manychat,2025-07-31 07:05:34.343
193,1465,Comienza Atención Comercial,manychat,2025-07-31 07:26:07.943
194,1466,Comienza Atención Comercial,manychat,2025-07-31 07:44:41.200
195,1467,Comienza Atención Comercial,manychat,2025-07-31 08:12:04.977
196,1468,Comienza Asesoría Médica,manychat,2025-07-31 08:29:07.480
197,603,Comienza Atención Comercial,manychat,2025-07-31 09:48:00.350
198,1469,Comienza Asesoría Médica,manychat,2025-07-31 10:58:17.273
199,1470,Recién suscrito Pendiente de AC,manychat,2025-07-31 11:06:14.480
200,1471,Recién suscrito Pendiente de AC,manychat,2025-07-31 11:07:49.567
201,1472,Recién suscrito Pendiente de AC,manychat,2025-07-31 11:30:34.380
202,1473,Recién suscrito Pendiente de AC,manychat,2025-07-31 11:30:39.817
203,1474,Comienza Atención Comercial,manychat,2025-07-31 11:42:05.600
204,1475,Recién suscrito Pendiente de AC,manychat,2025-07-31 11:48:01.103
205,1476,Recién suscrito Pendiente de AC,manychat,2025-07-31 11:54:18.370
206,1477,Retornó en AC,manychat,2025-07-31 12:05:30.903
207,1478,Recién suscrito Pendiente de AC,manychat,2025-07-31 12:16:55.270
208,1479,Recién suscrito Pendiente de AC,manychat,2025-07-31 12:49:25.763
209,1481,Recién suscrito Pendiente de AC,manychat,2025-07-31 13:12:35.897
210,1482,Orden de venta confirmada,manychat,2025-07-31 13:13:23.710
211,1483,Comienza Atención Comercial,manychat,2025-07-31 13:13:25.923
212,1484,Recién suscrito Pendiente de AC,manychat,2025-07-31 13:13:52.950
213,1485,Recién suscrito Pendiente de AC,manychat,2025-07-31 13:25:41.833
214,1486,Retornó en AC,manychat,2025-07-31 13:27:41.710
215,1487,Recién suscrito Pendiente de AC,manychat,2025-07-31 13:28:47.760
216,1488,Recién suscrito Pendiente de AC,manychat,2025-07-31 14:00:52.877
217,1489,Comienza Atención Comercial,manychat,2025-07-31 14:02:56.190
218,1491,Comienza Atención Comercial,manychat,2025-07-31 14:10:16.603
219,1494,Recién suscrito Pendiente de AC,manychat,2025-07-31 14:28:13.287
220,1495,Recién suscrito Pendiente de AC,manychat,2025-07-31 14:32:34.040
221,1496,Recién suscrito Pendiente de AC,manychat,2025-07-31 14:32:35.507
222,1497,Comienza Asesoría Médica,manychat,2025-07-31 14:39:02.227
223,1498,Comienza Atención Comercial,manychat,2025-07-31 14:50:02.433
224,1499,Recién suscrito Pendiente de AC,manychat,2025-07-31 15:05:12.333
225,1501,Recién suscrito Pendiente de AC,manychat,2025-07-31 15:14:59.650
226,1502,Recién suscrito Pendiente de AC,manychat,2025-07-31 15:19:08.350
227,1503,Recién suscrito Pendiente de AC,manychat,2025-07-31 15:22:40.903
228,1298,Retornó en AC,manychat,2025-07-31 15:27:22.667
229,1504,Recién suscrito Pendiente de AC,manychat,2025-07-31 15:32:33.257
230,1505,Recién suscrito Pendiente de AC,manychat,2025-07-31 15:33:21.713
231,1506,Terminó Asesoría Médica,manychat,2025-07-31 15:42:23.897
232,1507,Comienza Asesoría Médica,manychat,2025-07-31 15:46:06.503
233,1509,Recién suscrito Pendiente de AC,manychat,2025-07-31 16:04:09.360
234,1510,Recién suscrito Pendiente de AC,manychat,2025-07-31 16:06:43.730
235,1513,Orden de venta confirmada,manychat,2025-07-31 16:26:08.470
236,1515,Comienza Cotización,manychat,2025-07-31 16:33:40.310
237,1516,Comienza Cotización,manychat,2025-07-31 16:44:17.387
238,1517,Recién suscrito Pendiente de AC,manychat,2025-07-31 16:44:45.447
239,1518,Recién suscrito Pendiente de AC,manychat,2025-07-31 17:01:03.787
240,1519,Recién suscrito Pendiente de AC,manychat,2025-07-31 17:15:26.377
241,1520,Recién suscrito Pendiente de AC,manychat,2025-07-31 17:30:18.450
242,1521,Recién suscrito Pendiente de AC,manychat,2025-07-31 17:31:07.430
243,1522,Recién suscrito Pendiente de AC,manychat,2025-07-31 17:38:34.763
244,1523,Comienza Asesoría Médica,manychat,2025-07-31 17:40:07.740
245,1524,Orden de venta confirmada,manychat,2025-07-31 17:43:15.723
246,753,Orden de venta confirmada,manychat,2025-07-31 17:44:38.197
247,1525,Recién suscrito Pendiente de AC,manychat,2025-07-31 17:47:39.797
248,1526,Recién suscrito Pendiente de AC,manychat,2025-07-31 17:53:46.547
249,1527,Recién suscrito Pendiente de AC,manychat,2025-07-31 17:55:26.317
250,1528,Comienza Atención Comercial,manychat,2025-07-31 17:57:31.607
251,1530,Retornó en AC,manychat,2025-07-31 18:05:52.943
252,1529,Comienza Atención Comercial,manychat,2025-07-31 18:07:07.090
253,1531,Comienza Atención Comercial,manychat,2025-07-31 18:08:42.183
254,1395,Comienza Atención Comercial,manychat,2025-07-31 18:09:33.840
255,1322,Comienza Atención Comercial,manychat,2025-07-31 18:12:57.360
256,1323,Comienza Atención Comercial,manychat,2025-07-31 18:13:21.580
257,1331,Comienza Atención Comercial,manychat,2025-07-31 18:15:40.377
258,1532,Comienza Asesoría Médica,manychat,2025-07-31 18:16:59.910
259,1336,Comienza Atención Comercial,manychat,2025-07-31 18:17:35.620
260,1343,Comienza Atención Comercial,manychat,2025-07-31 18:17:48.727
261,1339,Comienza Atención Comercial,manychat,2025-07-31 18:18:29.470
262,1492,Comienza Cotización,manychat,2025-07-31 18:30:17.177
263,1493,Comienza Cotización,manychat,2025-07-31 18:30:30.183
264,1534,Comienza Atención Comercial,manychat,2025-07-31 18:41:35.293
265,1535,Recién suscrito Pendiente de AC,manychat,2025-07-31 18:42:30.300
266,1533,Retornó en AC,manychat,2025-07-31 18:47:54.533
267,1537,Comienza Atención Comercial,manychat,2025-07-31 18:59:33.283
268,1538,Comienza Cotización,manychat,2025-07-31 19:05:45.643
269,1541,Comienza Atención Comercial,manychat,2025-07-31 19:09:23.473
270,1539,Comienza Atención Comercial,manychat,2025-07-31 19:09:55.223
271,1540,Comienza Atención Comercial,manychat,2025-07-31 19:12:49.700
272,1542,Comienza Atención Comercial,manychat,2025-07-31 19:17:24.013
273,1105,Comienza Atención Comercial,manychat,2025-07-31 19:19:14.990
274,1543,Recién suscrito Pendiente de AC,manychat,2025-07-31 19:22:00.683
275,1544,Recién suscrito Pendiente de AC,manychat,2025-07-31 19:25:41.657
276,1545,Comienza Asesoría Médica,manychat,2025-07-31 19:30:22.457
277,1546,Comienza Atención Comercial,manychat,2025-07-31 19:34:23.607
278,1548,Comienza Atención Comercial,manychat,2025-07-31 19:37:43.507
279,1547,Comienza Atención Comercial,manychat,2025-07-31 19:40:33.770
280,1550,Comienza Cotización,manychat,2025-07-31 19:44:43.357
281,1551,Comienza Atención Comercial,manychat,2025-07-31 19:46:38.947
282,1549,Comienza Atención Comercial,manychat,2025-07-31 19:49:25.810
283,1552,Comienza Cotización,manychat,2025-07-31 19:49:35.313
284,1553,Comienza Atención Comercial,manychat,2025-07-31 19:52:25.183
285,1555,Comienza Atención Comercial,manychat,2025-07-31 20:11:55.617
286,1556,Comienza Atención Comercial,manychat,2025-07-31 20:23:31.483
287,1557,Comienza Asesoría Médica,manychat,2025-07-31 20:23:53.097
288,1558,Recién suscrito Pendiente de AC,manychat,2025-07-31 20:27:07.110
289,1559,Recién suscrito Pendiente de AC,manychat,2025-07-31 20:28:36.693
290,1560,Comienza Atención Comercial,manychat,2025-07-31 20:30:47.313
291,1561,Recién suscrito Pendiente de AC,manychat,2025-07-31 20:32:24.007
292,1562,Comienza Atención Comercial,manychat,2025-07-31 20:33:16.270
293,1563,Comienza Atención Comercial,manychat,2025-07-31 20:39:47.553
294,1396,Comienza Atención Comercial,manychat,2025-07-31 20:53:40.663
295,1401,Comienza Cotización,manychat,2025-07-31 20:54:40.603
296,1565,Comienza Atención Comercial,manychat,2025-07-31 21:05:10.143
297,1567,Comienza Cotización,manychat,2025-07-31 21:10:16.770
298,1382,Comienza Cotización,manychat,2025-07-31 21:10:36.770
299,1568,Comienza Atención Comercial,manychat,2025-07-31 21:17:50.170
300,1569,Comienza Atención Comercial,manychat,2025-07-31 21:25:15.253
301,1572,Comienza Atención Comercial,manychat,2025-07-31 21:30:22.090
302,1571,Recién Suscrito (Sin Asignar),manychat,2025-07-31 21:36:44.323
303,1573,Comienza Asesoría Médica,manychat,2025-07-31 21:36:54.490
304,1574,Comienza Cotización,manychat,2025-07-31 21:44:17.493
305,1575,Comienza Asesoría Médica,manychat,2025-07-31 21:45:29.097
306,1576,Comienza Atención Comercial,manychat,2025-07-31 21:46:08.257
307,1577,Comienza Atención Comercial,manychat,2025-07-31 21:46:34.983
308,1578,Comienza Atención Comercial,manychat,2025-07-31 21:47:14.060
309,1579,Comienza Atención Comercial,manychat,2025-07-31 21:50:18.303
310,1580,Comienza Asesoría Médica,manychat,2025-07-31 21:56:28.417
311,1394,Orden de venta confirmada,manychat,2025-07-31 21:57:58.490
312,1581,Comienza Atención Comercial,manychat,2025-07-31 22:03:37.947
313,1582,Comienza Atención Comercial,manychat,2025-07-31 22:07:25.130
314,1583,Comienza Asesoría Médica,manychat,2025-07-31 22:13:10.190
315,1566,Comienza Atención Comercial,manychat,2025-07-31 22:13:47.700
316,1584,Comienza Cotización,manychat,2025-07-31 22:18:56.823
317,1585,Comienza Atención Comercial,manychat,2025-07-31 22:21:35.377
318,1586,Comienza Atención Comercial,manychat,2025-07-31 22:23:26.160
319,1514,Comienza Atención Comercial,manychat,2025-07-31 22:25:18.137
320,1587,Comienza Atención Comercial,manychat,2025-07-31 22:27:32.690
322,1589,Comienza Cotización,manychat,2025-07-31 22:37:54.210
323,1590,Retorno,manychat,2025-07-31 22:50:39.293
324,1591,Comienza Atención Comercial,manychat,2025-07-31 22:52:04.263
325,1592,Comienza Cotización,manychat,2025-07-31 22:54:41.227
326,1593,Comienza Cotización,manychat,2025-07-31 23:03:46.247
327,1594,Comienza Cotización,manychat,2025-07-31 23:05:29.677
328,1595,Comienza Cotización,manychat,2025-07-31 23:06:12.460
329,1596,Comienza Atención Comercial,manychat,2025-07-31 23:06:15.133
330,1597,Comienza Atención Comercial,manychat,2025-07-31 23:09:37.527
331,1598,Comienza Atención Comercial,manychat,2025-07-31 23:11:34.340
332,1599,Comienza Cotización,manychat,2025-07-31 23:15:41.143
333,1600,Comienza Atención Comercial,manychat,2025-07-31 23:29:04.730
334,1601,Comienza Atención Comercial,manychat,2025-07-31 23:34:13.727
335,1602,Comienza Asesoría Médica,manychat,2025-07-31 23:36:53.363
336,1351,Retornó en AC,manychat,2025-07-31 23:47:11.180
337,1603,Comienza Cotización,manychat,2025-07-31 23:56:04.670
338,1554,Comienza Cotización,manychat,2025-07-31 23:58:03.203
339,1458,Comienza Atención Comercial,manychat,2025-07-31 23:59:55.537
340,1604,Comienza Atención Comercial,manychat,2025-08-01 00:03:41.510
341,1605,Comienza Atención Comercial,manychat,2025-08-01 00:11:24.670
342,1606,Comienza Atención Comercial,manychat,2025-08-01 00:22:09.047
343,1607,Comienza Asesoría Médica,manychat,2025-08-01 00:22:30.803
344,1608,Comienza Atención Comercial,manychat,2025-08-01 00:23:20.270
345,1609,Comienza Atención Comercial,manychat,2025-08-01 00:27:16.167
346,1610,Comienza Atención Comercial,manychat,2025-08-01 00:27:34.693
347,1611,Comienza Atención Comercial,manychat,2025-08-01 00:29:28.227
348,1232,Comienza Cotización,manychat,2025-08-01 00:36:38.470
349,1612,Comienza Asesoría Médica,manychat,2025-08-01 00:37:07.830
350,1613,Comienza Atención Comercial,manychat,2025-08-01 00:40:11.953
351,1614,Comienza Atención Comercial,manychat,2025-08-01 00:44:55.783
352,1615,Comienza Atención Comercial,manychat,2025-08-01 00:49:35.667
353,1616,Comienza Atención Comercial,manychat,2025-08-01 00:59:19.750
354,1317,Comienza Cotización,manychat,2025-08-01 00:59:29.467
355,1617,Comienza Atención Comercial,manychat,2025-08-01 01:04:21.833
356,1618,Comienza Atención Comercial,manychat,2025-08-01 01:05:01.927
357,1619,Comienza Atención Comercial,manychat,2025-08-01 01:05:14.333
358,1620,Recién suscrito Pendiente de AC,manychat,2025-08-01 01:08:21.017
359,1621,Comienza Cotización,manychat,2025-08-01 01:09:54.170
360,1622,Comienza Atención Comercial,manychat,2025-08-01 01:14:31.097
361,1167,Retornó en AC,manychat,2025-08-01 01:14:45.653
362,1623,Comienza Atención Comercial,manychat,2025-08-01 01:14:57.303
363,1624,Comienza Atención Comercial,manychat,2025-08-01 01:17:52.173
364,1625,Comienza Asesoría Médica,manychat,2025-08-01 01:18:58.023
365,1626,Comienza Atención Comercial,manychat,2025-08-01 01:26:14.450
366,1627,Comienza Atención Comercial,manychat,2025-08-01 01:26:29.297
367,1628,Comienza Atención Comercial,manychat,2025-08-01 01:27:17.047
368,1629,Comienza Atención Comercial,manychat,2025-08-01 01:31:35.167
369,1630,Comienza Asesoría Médica,manychat,2025-08-01 01:35:14.597
370,1631,Comienza Atención Comercial,manychat,2025-08-01 01:38:13.710
371,1632,Comienza Asesoría Médica,manychat,2025-08-01 01:38:14.500
372,1633,Derivado Asesoría Médica,manychat,2025-08-01 01:38:17.943
373,1634,Comienza Cotización,manychat,2025-08-01 01:38:35.850
374,1635,Comienza Atención Comercial,manychat,2025-08-01 01:42:58.990
375,1636,Comienza Cotización,manychat,2025-08-01 01:43:28.193
376,1637,Comienza Atención Comercial,manychat,2025-08-01 01:45:38.697
377,1638,Comienza Atención Comercial,manychat,2025-08-01 01:47:17.307
378,1639,Comienza Atención Comercial,manychat,2025-08-01 01:48:09.443
379,1640,Comienza Cotización,manychat,2025-08-01 01:48:28.693
380,1641,Comienza Atención Comercial,manychat,2025-08-01 01:49:44.450
381,1642,Comienza Cotización,manychat,2025-08-01 01:49:57.873
382,1643,Comienza Atención Comercial,manychat,2025-08-01 01:51:20.167
383,1644,Comienza Cotización,manychat,2025-08-01 01:54:15.803
384,1645,Comienza Atención Comercial,manychat,2025-08-01 01:55:14.307
385,1646,Retornó en AC,manychat,2025-08-01 01:57:47.503
386,1647,Comienza Atención Comercial,manychat,2025-08-01 01:58:00.753
387,1648,Comienza Asesoría Médica,manychat,2025-08-01 01:59:34.940
388,1649,Comienza Atención Comercial,manychat,2025-08-01 02:00:54.227
389,1650,Terminó Asesoría Médica,manychat,2025-08-01 02:01:07.383
390,1651,Comienza Atención Comercial,manychat,2025-08-01 02:03:13.717
391,1652,Comienza Atención Comercial,manychat,2025-08-01 02:08:47.877
392,1653,Comienza Asesoría Médica,manychat,2025-08-01 02:10:57.370
393,1654,Orden de venta confirmada,manychat,2025-08-01 02:11:32.370
394,1655,Comienza Atención Comercial,manychat,2025-08-01 02:11:52.087
395,1656,Comienza Cotización,manychat,2025-08-01 02:12:35.663
396,1657,Comienza Atención Comercial,manychat,2025-08-01 02:13:24.593
397,1658,Comienza Atención Comercial,manychat,2025-08-01 02:13:52.870
398,1659,Comienza Atención Comercial,manychat,2025-08-01 02:15:04.943
399,1660,Comienza Atención Comercial,manychat,2025-08-01 02:17:29.030
400,1661,Comienza Atención Comercial,manychat,2025-08-01 02:18:41.807
401,1662,Comienza Atención Comercial,manychat,2025-08-01 02:20:28.183
402,1663,Comienza Atención Comercial,manychat,2025-08-01 02:21:14.103
403,1664,Comienza Asesoría Médica,manychat,2025-08-01 02:23:50.247
404,1665,Terminó Asesoría Médica,manychat,2025-08-01 02:24:01.457
405,1666,Comienza Atención Comercial,manychat,2025-08-01 02:25:19.220
406,1667,Comienza Asesoría Médica,manychat,2025-08-01 02:26:50.160
407,1668,Comienza Asesoría Médica,manychat,2025-08-01 02:27:09.473
408,1319,Comienza Atención Comercial,manychat,2025-08-01 02:28:03.030
409,1669,Comienza Atención Comercial,manychat,2025-08-01 02:28:13.827
410,1670,Comienza Atención Comercial,manychat,2025-08-01 02:37:22.070
411,1671,Comienza Atención Comercial,manychat,2025-08-01 02:38:02.947
412,1672,Comienza Atención Comercial,manychat,2025-08-01 02:47:07.663
413,1673,Comienza Atención Comercial,manychat,2025-08-01 02:56:46.713
414,1674,Comienza Atención Comercial,manychat,2025-08-01 03:01:45.013
415,1675,Retornó en AC,manychat,2025-08-01 03:01:48.127
416,1676,Comienza Atención Comercial,manychat,2025-08-01 03:02:56.313
417,1677,Comienza Atención Comercial,manychat,2025-08-01 03:03:31.317
418,804,Derivado Asesoría Médica,manychat,2025-08-01 03:08:46.203
419,1678,Comienza Cotización,manychat,2025-08-01 03:10:07.970
420,1679,Comienza Atención Comercial,manychat,2025-08-01 03:18:30.340
421,1680,Comienza Cotización,manychat,2025-08-01 03:19:15.517
422,1681,Comienza Atención Comercial,manychat,2025-08-01 03:22:35.480
423,1682,Comienza Asesoría Médica,manychat,2025-08-01 03:23:13.530
424,1683,Comienza Atención Comercial,manychat,2025-08-01 03:25:08.710
425,1684,Retorno,manychat,2025-08-01 03:25:10.833
426,1685,Comienza Atención Comercial,manychat,2025-08-01 03:26:20.530
427,1686,Comienza Atención Comercial,manychat,2025-08-01 03:27:15.427
428,1687,Comienza Atención Comercial,manychat,2025-08-01 03:28:19.490
429,1688,Comienza Atención Comercial,manychat,2025-08-01 03:31:13.547
430,1689,Comienza Atención Comercial,manychat,2025-08-01 03:32:08.283
431,1690,Comienza Atención Comercial,manychat,2025-08-01 03:33:02.440
432,1691,Comienza Cotización,manychat,2025-08-01 03:34:43.430
433,1692,Comienza Atención Comercial,manychat,2025-08-01 03:35:55.670
434,1693,Comienza Atención Comercial,manychat,2025-08-01 03:36:06.327
435,1694,Comienza Atención Comercial,manychat,2025-08-01 03:39:37.427
436,1695,Comienza Asesoría Médica,manychat,2025-08-01 03:41:43.553
437,1696,Comienza Atención Comercial,manychat,2025-08-01 03:43:27.400
438,1697,Comienza Atención Comercial,manychat,2025-08-01 03:44:49.250
439,1698,Comienza Atención Comercial,manychat,2025-08-01 03:58:58.323
440,1699,Comienza Atención Comercial,manychat,2025-08-01 03:59:49.260
441,1700,Comienza Atención Comercial,manychat,2025-08-01 04:12:28.807
442,1701,Comienza Atención Comercial,manychat,2025-08-01 04:17:51.033
443,1702,Comienza Atención Comercial,manychat,2025-08-01 04:19:49.417
444,1703,Comienza Atención Comercial,manychat,2025-08-01 04:33:11.080
445,1704,Comienza Atención Comercial,manychat,2025-08-01 04:38:23.597
446,1705,Comienza Atención Comercial,manychat,2025-08-01 04:50:39.703
447,1706,Comienza Atención Comercial,manychat,2025-08-01 04:52:36.237
448,1707,Comienza Atención Comercial,manychat,2025-08-01 04:53:25.180
449,1708,Retornó en AC,manychat,2025-08-01 04:54:17.033
450,1709,Comienza Atención Comercial,manychat,2025-08-01 04:58:31.600
451,1710,Comienza Atención Comercial,manychat,2025-08-01 04:59:19.163
452,1711,Comienza Atención Comercial,manychat,2025-08-01 05:04:57.520
453,1712,Comienza Atención Comercial,manychat,2025-08-01 05:18:04.430
454,1713,Comienza Asesoría Médica,manychat,2025-08-01 05:34:03.667
455,1714,Comienza Cotización,manychat,2025-08-01 05:36:14.207
456,1715,Comienza Cotización,manychat,2025-08-01 06:07:28.290
457,1716,Comienza Atención Comercial,manychat,2025-08-01 06:12:17.137
458,1717,Comienza Atención Comercial,manychat,2025-08-01 06:22:23.063
459,1718,Comienza Asesoría Médica,manychat,2025-08-01 07:11:45.127
460,1719,Comienza Cotización,manychat,2025-08-01 07:29:07.020
461,1720,Comienza Atención Comercial,manychat,2025-08-01 07:59:11.160
462,1721,Comienza Atención Comercial,manychat,2025-08-01 08:17:02.490
463,1722,Comienza Asesoría Médica,manychat,2025-08-01 08:28:13.453
464,1723,Comienza Asesoría Médica,manychat,2025-08-01 08:44:41.290
465,1724,Comienza Atención Comercial,manychat,2025-08-01 09:52:54.650
466,1725,Comienza Atención Comercial,manychat,2025-08-01 09:58:26.913
467,1726,Comienza Atención Comercial,manychat,2025-08-01 10:21:35.530
468,1727,Comienza Atención Comercial,manychat,2025-08-01 10:53:14.877
469,1728,Comienza Asesoría Médica,manychat,2025-08-01 10:53:53.613
470,1729,Comienza Asesoría Médica,manychat,2025-08-01 10:55:03.677
471,1730,Comienza Cotización,manychat,2025-08-01 10:58:06.913
472,1731,Comienza Atención Comercial,manychat,2025-08-01 11:03:16.747
473,1732,Comienza Atención Comercial,manychat,2025-08-01 11:09:54.430
474,1733,Orden de venta confirmada,manychat,2025-08-01 11:13:10.790
475,1734,Comienza Atención Comercial,manychat,2025-08-01 11:16:07.110
476,1735,Comienza Atención Comercial,manychat,2025-08-01 11:30:33.780
